Price,Location,Size,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
70 000 000 Ksh,Nairobi-Kahawa,20m/25m,5.0,3.0,Yes,,,Yes,Yes
100 500 000 000 Ksh,Karen @150.000.000 Ksh,/,7,4.0,,,,Yes,Yes
52 000 000 Ksh,52M Kahawa,/,4.0,3.0,,Yes,,,
45 000 000 Ksh,"www.nairobiland.com,Kahawa @45 millions",25/30m,,1.0,,,,Yes,Yes
25 000 000 Ksh,25m Karen,25m/20m,4.0,0,,,,Yes,Yes
50 000 000 Ksh,50M Kibra,30mx20m,4.0,1.0,Yes,Yes,Yes,Yes,
57 000 000 Ksh,57m Komarock,/,4.0,3.0,,Yes,,,
75 000 000 Ksh,75m Dagoretti,/,4.0,3.0,,Yes,,,
50 000 000 Ksh,Nairobi,22/25C,4.0,3.0,,,,Yes,
85 000 000 Ksh,85m gihogwe/jali,25mx30m,5.0,4.0,Yes,Yes,Yes,Yes,
100 000 000 Ksh,Nairobi Kasarani,/,4.0,3.0,,,,Yes,Yes
20 000 000 Ksh,Nairobi,/,3.0,2.0,,,,,
75 000 000 Ksh,"Kasarani, house for sale @75.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
40 000 000 Ksh,"www.nairobiland.com,Kahawa @40 millions",20/25m,4.0,2.0,,,,Yes,Yes
25 000 000 Ksh,25M Kilimani,/,4.0,3.0,,Yes,,,
85 000 000 Ksh,85M Kibra,20mx30m,4.0,3.0,,,,,Yes
55 000 000 Ksh,Nairobi,/,4.0,2.0,,,,Yes,
55 000 000 Ksh,"www.nairobiland.com,Kinoo @55 millions",25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,"www.nairobiland.com, Kahawa@50 millions",25/20m,4.0,3.0,,,,Yes,Yes
218 000 000 Ksh,Hurlingham-Muthaiga,999sqm,,,,,,,Yes
55 000 000 Ksh,Nairobidealer.com,25/30 ,,,,,,,
55 000 000 Ksh,Kilimani:property24.com,25mx30m,4.0,3.0,,,,,
37 000 000 Ksh,37M Ruai NEAR madaraka,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
350 000 000 Ksh,Ngumo,3338sqm,5.0,2.0,,Yes,,Yes,
60 500 000 Ksh,Nairobi,/,3.0,1.0,,,,,
53 000 000 Ksh,53M Kahawa,20mx25m,4.0,3.0,,,,Yes,Yes
115 000 000 Ksh,Karen  ,25/30P,5.0,3.0,,,,Yes,
60 000 000 Ksh,Komarock@60 millions,/,4.0,3.0,,,,,
75 000 000 Ksh,Kilimani @4bedrooms @75.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
75 000 000 Ksh,"Kasarani, house for sale @75.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
28 000 000 Ksh,Githurai44,/,,,,,,,
64 000 000 Ksh,Kasarani,/,4.0,1.0,,,,,Yes
50 000 000 Ksh,50M Umoja,20m/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,70M Jogooroad,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
70 000 000 Ksh,Nairobi-Kasarani house for sale@70 millions:www.nairobiland.com,25/30m,4.0,3.0,,,,Yes,Yes
52 000 000 Ksh,52M Uthiru ,/,4.0,3.0,,Yes,,,
60 000 000 Ksh,Kasarani house for sale@60 millions,25/20m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,65m Uthiru,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Ksh,Nairobi Kahawa,25/25m,4.0,3.0,,,,Yes,Yes
25 000 000 Ksh,25m Uthiru,40mx30m,3.0,1.0,,,,,
52 000 000 Ksh,52millions Kilimani,/,4.0,1.0,,,,Yes,Yes
75 000 000 Ksh,Karen house for sale@75 millions,/,4.0,3.0,Yes,,,,
85 000 000 Ksh,85M Kasarani House for sale ,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
140 000 000 Ksh,Nairobi,504 sq,4.0,4.0,,,,,
55 000 000 Ksh,"Nairobi,Kahawa @55 millions.",25/25m,,1.0,,,,Yes,Yes
52 000 000 Ksh,52m Karen,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
35 000 000 Ksh,Umoja@4bedrooms @35.000.000 Ksh,20/30m,4.0,2.0,,,,Yes,Yes
55 000 000 Ksh,55M Dagoretti,20mx30m,4.0,3.0,,,,,
180 000 000 Ksh,180M Karen,1765sqm,6.0,6.0,Yes,Yes,Yes,Yes,
70 000 000 Ksh,70M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
85 000 000 Ksh,Karen @85.000.000 Ksh,25/30m,5.0,4.0,,,,Yes,Yes
250 000 000 Ksh,www.nairobiland.com Kibra @250.000.000 Ksh,30/30m,6.0,5.0,,,,Yes,Yes
55 000 000 Ksh,55M Karen,20mx25m,4.0,2.0,Yes,Yes,Yes,Yes,
11 000 000 Ksh,Nairobi,15m/20m,,,,,,,
70 000 000 Ksh,Kasarani,/,4.0,3.0,,,,,
50 000 000 Ksh,Kahawa @50.000.000 Ksh,28/30m,4.0,3.0,,,,Yes,Yes
$ 700 000,Westlands,40m*35m,6.0,5.0,,,,,Yes
32 000 000 Ksh,32M Kinoo,20mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
38 000 000 Ksh,38M Dagoretti,,3.0,2.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,"www.nairobiland.com,Komarock @60 millions",20x30m,4.0,1.0,,,,Yes,Yes
50 000 000 Ksh,Nairobi Karen,/,,,,,,,
75 000 000 Ksh,Kasarani 75M,/,3.0,3.0,Yes,Yes,Yes,Yes,
46 000 000 Ksh,Kahawa @46.000.000 Ksh,25/20m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,Nairobi Mathare,20/25m,4.0,2.0,,,,Yes,Yes
90 000 000 Ksh,Ngara house for sale@90 millions,35/30m,4.0,3.0,,,,Yes,Yes
8 000 000 Ksh,Makadara 8m,20/30S,,,,,,,
250 000 000 Ksh,250M Kibra,/,4.0,3.0,,Yes,,,
30 000 000 Ksh,"Ngongroad, Kenya",,3.0,2.0,,,Yes,,
75 000 000 Ksh,Kasarani house for sale@75 millions,/,4.0,3.0,,,,,
120 000 000 Ksh,Ngara:property24.com,/,4.0,3.0,,Yes,,Yes,
$ 21 600,Kibra,/,4.0,4.0,,,Yes,,
38 000 000 Ksh,38M Kilimani,20MX30M,4.0,3.0,,,,Yes,Yes
80 000 000 Ksh,Karen 80,944sqm,5.0,3.0,,,,,
250 000 000 Ksh,Komarock,30/30m,4.0,4.0,,,,Yes,Yes
70 000 000 Ksh,Nairobi,30mx30m,5.0,5.0,,,,Yes,Yes
52 000 000 Ksh,Nairobi Komarock,25/20m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,www.nairobilandhouse.com is selling a house at Kahawa@55.000.000Ksh,20/25m,4.0,3.0,,,,Yes,Yes
230 000 000 Ksh,www.nairobiland.com Dagoretti @230.000.000 Ksh,30/40m,8,10,,,,Yes,Yes
75 000 000 Ksh,75m Kilimani,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
53 000 000 Ksh,Karen,20/15C,4.0,3.0,,,,Yes,
45 000 000 Ksh,Nairobi 45m,30/20p,4.0,3.0,,Yes,,Yes,Yes
53 000 000 Ksh,Nairobi-Kahawa-festus,20mx25m,4.0,3.0,,,,,Yes
42 000 000 Ksh,Nairobi,/,4.0,3.0,,,,Yes,
90 000 000 Ksh,Ngara house for sale@90 millions,35/30m,4.0,3.0,,,,Yes,Yes
Negotiable,"Nairobi,ku mulindi",/,4.0,3.0,,,,,
130 000 000 Ksh,Nairobi Kibra,27/30m,5.0,5.0,,,,Yes,Yes
120 000 000 Ksh,120M Karen,/,4.0,3.0,,Yes,,,
110 000 000 Ksh,www.nairobiland.com/ Karen@ 110 millions,25/35m,4.0,1.0,,,,Yes,Yes
50 000 000 Ksh,Kahawa @50.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
30 000 000 Ksh,30M Jogooroad,20mx30m,4.0,3.0,,,,,
140 000 000 Ksh,140M Karen,30MX30M,5.0,4.0,,,,Yes,Yes
170 000 000 Ksh,"Nairobi, Dagoretti",,,,Yes,Yes,Yes,Yes,Yes
100 000 000 Ksh,Nairobi Karen,25/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,Nairobi@festussibo28@gmail.com,20m/20m,4.0,2.0,,,,Yes,
85 000 000 Ksh,Karen 85M,600sqm,4.0,4.0,,,,,
45 000 000 Ksh,45M Dagoretti,30mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
75 000 000 Ksh,75M KWAMUSHIMIRE ,30mx20m,5.0,3.0,,,,,Yes
70 000 000 Ksh,70M Kibra,20mx30m,4.0,3.0,,,,,
30 000 000 Ksh,30M Kinoo,25m/30m,4.0,1.0,,,,Yes,Yes
120 000 000 Ksh,Karen house for sale@120 millions,30/20m,5.0,4.0,Yes,,,Yes,Yes
17 000 000 Ksh,Nairobi Kasarani,25/30m,,1.0,,,,,
65 000 000 Ksh,Nairobi Karen,25/30m,4.0,3.0,,,,Yes,Yes
180 000 000 Ksh,Ngara 180M,1465sqm,4.0,1.0,,Yes,Yes,,
28 000 000 Ksh,28m Kahawa,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
85 000 000 Ksh,85m Ruai,20m/30m,5.0,3.0,,,,Yes,Yes
90 000 000 Ksh,Nairobidealer.com,600Sqm,4.0,3.0,,,Yes,,Yes
65 000 000 Ksh,"www.nairobilandhouse.com,Kasarani@65 millions",25/20â,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,Nairobi-Kasarani house for sale@50 millions:www.nairobiland.com,25/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,70@Umoja,/,,1.0,,,,,
90 000 000 Ksh,90m Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Ksh,45M Jogooroad,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,60M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
450 000 000 Ksh,Westlands,30x35 ,6.0,5.0,Yes,,,Yes,Yes
10 000 000 Ksh,Nairobi ,25mx20m,,,,,,,
50 000 000 Ksh,50m Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
42 000 000 Ksh,42m Kinoo,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
85 000 000 Ksh,Nairobidealer.com,600Sqm,4.0,3.0,,,Yes,,Yes
55 000 000 Ksh,Nairobi Kahawa,/,4.0,3.0,,,,Yes,Yes
100 000 000 Ksh,Nairobi Kenya,25mx30m,5.0,4.0,,,,,Yes
$500 ,500$ Westlands,20mx30m,4.0,2.0,,,,,
70 000 000 Ksh,70M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,Nairobi 60M,30/20F,5.0,3.0,,,,Yes,Yes
35 000 000 Ksh,Kinoo,/,,,,,,,
250 000 000 Ksh,Komarock @250.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
90 000 000 Ksh,"Nairobi, Kilimani, Githurai44",,5.0,3.0,Yes,Yes,Yes,Yes,Yes
90 000 000 Ksh,Nairobi-Kasarani,25mx30m,5.0,3.0,Yes,Yes,Yes,Yes,Yes
18 000 000 Ksh,Kinoo,/,4.0,,,,,,
35 000 000 Ksh,Komarock 35m,/,4.0,3.0,,Yes,,,
100 000 000 Ksh,Nairobi Karen,25/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,www.Nairobidealer.com,30/30m,6.0,2.0,,,,Yes,Yes
45 000 000 Ksh,Kahawa @45.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
90 000 000 Ksh,Kahawa,/,4.0,3.0,,,,Yes,Yes
20 000 000 Ksh,Dagoretti,/,4.0,,,,,,
55 000 000 Ksh,55M Uthiru,20mx30m,4.0,3.0,,,,,
150 000 000 Ksh,150M Kilimani,20MX30M,5.0,4.0,,,,Yes,Yes
29 000 000 Ksh,Pangani KARIYERI,,4.0,3.0,,,Yes,,Yes
27 000 000 Ksh,27m Kinoo,30mx40m,3.0,2.0,Yes,Yes,Yes,Yes,
47 000 000 Ksh,www.nairobiland.com/Nairobi-Kahawa@ 47 millions,25/20m,4.0,3.0,,,,Yes,
37 000 000 Ksh,Nairobi Kasarani,20/30m,,1.0,,,,,Yes
75 000 000 Ksh,"Kasarani, house for sale @75.000.000 Ksh",28/30m,4.0,3.0,,,,Yes,Yes
150 000 000 Ksh,150M Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
170 000 000 Ksh,Nairobi,,5.0,5.0,Yes,,Yes,,
70 000 000 Ksh,www.nairobiland.com Komarock @70.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
53 000 000 Ksh,Kahawa @53.000.000 Ksh,25/20m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,"www,nairobilandhouse.com is selling a house at Kahawa @55millions",25/25m,,1.0,,,,Yes,Yes
60 000 000 Ksh,Karen house for sale@60 millions,/,3.0,2.0,Yes,,,,
150 000 000 Ksh,150M Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
35 000 000 Ksh,35m Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,
35 000 000 Ksh,35m gihogwe/jali,30mx40m,4.0,3.0,Yes,Yes,Yes,Yes,
100 000 000 Ksh,Kibra @100.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
105 000 000 Ksh,"Karen, Nairobi",,4.0,3.0,Yes,Yes,Yes,Yes,
28 000 000 Ksh,Githurai44,/,,,,,,,
60 000 000 Ksh,Kilimani @60.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
230 000 000 Ksh,www.nairobiland.com Dagoretti @230.000.000 Ksh,30/40m,8,10,,,,Yes,Yes
60 000 000 Ksh,Kahawa @60.000.000 Ksh,25/25m,4.0,3.0,,,,Yes,Yes
75 000 000 Ksh,Kahawa house for sale@75 millions,/,4.0,3.0,,,,,
30 000 000 Ksh,Kilimani,252 sq,4.0,1.0,,,,Yes,Yes
70 000 000 Ksh,Kilimani @70.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
42 000 000 Ksh,"Nairobi,Dagoretti",/,4.0,2.0,,Yes,,,
100 000 000 Ksh,100M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
150 000 000 Ksh,Karen house for sale@150 millions,20/25P,5.0,4.0,Yes,,,Yes,Yes
65 000 000 Ksh,Nairobi Kilimani,750sqm,4.0,3.0,,Yes,,Yes,Yes
12 000 000 Ksh,"Kahawa,,,property24.com",25mx30m,3.0,,,,,,
43 000 000 Ksh,www.Nairobidealer.com,30/20 ,4.0,3.0,,,,,
35 000 000 Ksh,Komarock house for sale@35 millions,30/20P,4.0,2.0,Yes,,,Yes,Yes
25 000 000 Ksh,25M Ruaraka,15mx20m,4.0,3.0,,,,Yes,
200 500 000 Ksh,Nairobi,/,,,,,,,
180 000 000 Ksh,Nairobi-Karen-festus,20x25m,5.0,4.0,,,,,Yes
85 000 000 Ksh,"Nairobi, Kasarani",/,4.0,3.0,,Yes,,Yes,Yes
350 000 000 Ksh,Ngumo,3338sqm,5.0,2.0,,Yes,,Yes,
50 000 000 Ksh,Nairobi Kahawa,25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,35m Kahawa,20m/30m,4.0,3.0,,,,Yes,Yes
80 000 000 Ksh,Nairobi 80,30/25p,4.0,3.0,,Yes,,Yes,Yes
65 000 000 Ksh,65m Uthiru,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Ksh,Githurai44,/,4.0,3.0,,,,Yes,
65 000 000 Ksh,"www.nairobiland.com,Ruai @65 millions",30/25m,,1.0,,,,Yes,Yes
30 000 000 Ksh,30M Ngongroad,/,4.0,3.0,,Yes,,,
55 000 000 Ksh,www.nairobiland.com/ Kahawa@55 millions,25/35m,4.0,1.0,,,,Yes,Yes
230 000 000 Ksh,Nairobi,5.0.0 be,5.0,5.0,Yes,,Yes,Yes,
90 000 000 Ksh,90M Joska,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
120 000 000 Ksh,www.nairobilandhouse.com is selling a house at Karen/price:120.000.000Ksh,35/30m,6.0,6.0,,,,Yes,Yes
52 000 000 Ksh,Nairobi Kibra,25/30m,4.0,3.0,,,,Yes,Yes
72 000 000 Ksh,Nairobi@festus,20mx30m,4.0,3.0,,,,Yes,Yes
150 000 000 Ksh,150M Kilimani,20MX30M,5.0,4.0,,,,Yes,Yes
30 000 000 Ksh,Ngongroad,,4.0,2.0,Yes,,Yes,Yes,
110 000 000 Ksh,110M Karen,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
40 000 000 Ksh,40M Kilimani,/,4.0,3.0,,Yes,,,
50 000 000 Ksh,www.nairobiland.com/ Kasarani@50 millions,25/30m,4.0,3.0,,,,Yes,Yes
130 000 000 Ksh,Kawangware big Villas for sale @130.000.000 Ksh,30/30m,5.0,4.0,Yes,,,Yes,Yes
160 000 000 Ksh,"www.nairobiland.com,Karen @160 millions",30/30m,,1.0,,,,Yes,Yes
55 000 000 Ksh,Nairobi,/,4.0,2.0,,,,Yes,
135 000 000 Ksh,"Nairobi, Kilimani",,4.0,3.0,,Yes,Yes,Yes,
53 000 000 Ksh,53M Umoja,25mx30m,4.0,3.0,,,,,
35 000 000 Ksh,35M Kinoo,/,4.0,3.0,,Yes,,,
120 000 000 Ksh,Kibra 120m,30/20p,4.0,3.0,,Yes,,Yes,Yes
60 000 000 Ksh,"Kasarani, house for sale @60.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
30 000 000 Ksh,30m Kilimani,20mx30m,4.0,2.0,,,,,
350 000 000 Ksh,Ngumo,3338sqm,5.0,2.0,,Yes,,Yes,
60 000 000 Ksh,60M Dagoretti,/,4.0,3.0,,Yes,,,
50 000 000 Ksh,Uthiru 50millions,30MX20M,4.0,3.0,,,,Yes,Yes
$ 85 000,Westlands apartment for sale@ 85.000 $,35/30m,25,26,,,,Yes,Yes
75 000 000 Ksh,Kasarani house for sale@75 millions,30/25m,,1.0,,,,Yes,Yes
70 000 000 Ksh,Kahawa @55.000.000 Ksh,28/30m,4.0,3.0,,,,Yes,Yes
13 000 000 Ksh,Kahawa 13M,20mx30m,3.0,0,,,,Yes,Yes
25 000 000 Ksh,Umoja 25M,20mx30m,4.0,2.0,,,,Yes,Yes
30 000 000 Ksh,30M Jogooroad,20mx30m,4.0,3.0,,,,,
28 000 000 Ksh,Nairobi,750Sqm,4.0,2.0,,,Yes,,Yes
120 000 000 Ksh,Nairobi Karen @120 Millions,25x30m,4.0,1.0,,,,Yes,Yes
70 000 000 Ksh,"www.nairobiland.com,Kilimani @70 millions",25/30m,,1.0,,,,Yes,Yes
90 000 000 Ksh,"Nairobi, Jogooroad",/,4.0,3.0,,Yes,,,
300 000 000 Ksh,Musanze--Ruhengeri,180mx200m,,,,,,,
180 000 000 Ksh,Nairobi-Karen-festus,20x25m,5.0,4.0,,,,,Yes
130 000 000 Ksh,"Kasarani, Nairobi",,4.0,3.0,Yes,Yes,Yes,Yes,
45 000 000 Ksh,45M Jogooroad,20mx30m,4.0,3.0,,,,Yes,Yes
43 000 000 Ksh,www.nairobilandhouse.com is selling a house at Kahawa@43millions,20/30m,4.0,3.0,,,,Yes,Yes
110 000 000 Ksh,"Karen house for sale, 110 millions",20/25m,,1.0,,,,Yes,Yes
45 000 000 Ksh,Nairobi -Mathare,/,4.0,3.0,,,,,Yes
85 000 000 Ksh,85M Langata,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Ksh,"Nairobi,Kahawa @55 millions.",25/30m,,1.0,,,,Yes,Yes
60 000 000 Ksh,Kilimani,/,4.0,,,,,,
90 000 000 Ksh,Kibra house for sale@90 millions,25/35m,4.0,1.0,,,,Yes,Yes
70 000 000 Ksh,Nairobi,30/20f,,3.0,,Yes,,Yes,Yes
130 000 000 Ksh,Kilimani,1100 sq,5.0,4.0,,,,Yes,Yes
60 000 000 Ksh,Dagoretti 60m,30/25 ,4.0,3.0,,,,,
120 000 000 Ksh,"Nairobi, Kasarani",,4.0,4.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,Nairobi Kasarani,25/25m,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,Nairobi/Umoja,/,4.0,3.0,,Yes,,,
300 000 000 Ksh,Nairobi-Runda,/,,,,,,,
27 000 000 Ksh,27m Kinoo,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
30 000 000 Ksh,30M Ngongroad,/,4.0,3.0,,Yes,,,
60 000 000 Ksh,Kilimani @60.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
52 000 000 Ksh,52M Kahawa,/,4.0,3.0,,Yes,,,
100 000 000 Ksh,"Umoja,Upperhill",/,4.0,3.0,,Yes,,Yes,
70 000 000 Ksh,70M Kibra,25m/30m,4.0,3.0,,,,Yes,Yes
140 000 000 Ksh,"IGALI ,Karen",/,5.0,4.0,,Yes,,,
55 000 000 Ksh,Nairobi Umoja,20/30m,4.0,3.0,,,,Yes,Yes
40 000 000 Ksh,Nairobi@festussibo28@gmail.com,25m/30m,4.0,3.0,,,,Yes,
160 000 000 Ksh,Karen,/,4.0,4.0,,,Yes,Yes,Yes
52 000 000 Ksh,Uthiru 52M,/,4.0,3.0,,Yes,,,
130 000 000 Ksh,Nairobi-Kilimani @130 millions,25/30m,6.0,5.0,,,,Yes,Yes
48 000 000 Ksh,48m Kahawa,/,4.0,3.0,,Yes,,,
15 000 000 Ksh,Nairobi ,/,3.0,,,,,,
40 000 000 Ksh,40M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
120 000 000 Ksh,120M Jogooroad,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Ksh,25M Uthiru,/,4.0,3.0,,Yes,,,
52 000 000 Ksh,Kahawa,20m/30m,4.0,3.0,,,,,Yes
25 000 000 Ksh,25m Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
40 000 000 Ksh,"Nairobi,GATSATA",/,4.0,2.0,,Yes,,,
50 000 000 Ksh,50M Kilimani,/,4.0,3.0,,,,Yes,
18 000 000 Ksh,Nairobi Kasarani,22/18,3.0,,,,,,
350 000 000 Ksh,Ngumo,3338sqm,5.0,2.0,,Yes,,Yes,
650 000 000 Ksh,65M Kilimani,35mx35m,4.0,1.0,Yes,Yes,Yes,Yes,
65 000 000 Ksh,Nairobi,/,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,65M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Ksh,Imaradaima HOUSE FOR SALE @45 MILLIONS,20/30m,4.0,2.0,,,,Yes,Yes
53 000 000 Ksh,Nairobi@festus,20m/30m,4.0,3.0,,,,Yes,Yes
52 000 000 Ksh,"Nairobi,Kahawa. ",/,4.0,3.0,,Yes,,,
45 000 000 Ksh,45M Uthiru,/,4.0,3.0,,Yes,,,
18 000 000 Ksh,Nairobi,2525cal,,,,,,,
200 000 000 Ksh,200M Jogooroad,20mx30m,8,6.0,,,,,
75 000 000 Ksh,"Kasarani, house for sale @75.000.000 Ksh",28/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,Uthiru 50m,600sqm,4.0,3.0,,,,,
52 000 000 Ksh,Nairobi,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,kanzenze,30/35m,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,Kahawa @50.000.000 Ksh,30/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,35M Pangani-kanzenze,/,4.0,3.0,,Yes,,,
42 000 000 Ksh,42m Kinoo,20mx30m,4.0,2.0,,,,,
7 000 000 Ksh,Nairobi/Hurlingham,/,,,,,,,
65 000 000 Ksh,Nairobi@festus,20m/30m,4.0,3.0,,,,Yes,Yes
40 000 000 Ksh,"www.nairobiland.com,Kasarani @40 millions",25/25m,4.0,3.0,,,,Yes,
50 000 000 Ksh,50m Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
30 000 000 Ksh,30M Ngongroad,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Ksh,Nairobi,/,4.0,3.0,,,,Yes,
75 000 000 Ksh,"Kasarani, house for sale @75.000.000 Ksh",28/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,85M Karen,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
40 000 000 Ksh,Nairobi Komarock,25/20m,4.0,2.0,,,,Yes,Yes
35 000 000 Ksh,35M Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Ksh,25M Uthiru,40mx30m,4.0,3.0,,,,,
50 000 000 Ksh,50m Kilimani,20MX30M,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,www.nairobiland.com/ Karen@65 millions,25/35m,4.0,1.0,,,,Yes,Yes
40 000 000 Ksh,Kasarani house for sale@40 millions,35/30m,,1.0,,,,Yes,Yes
50 000 000 Ksh,Kahawa @50.000.000 Ksh,25/20m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,www.nairobiland.com Kasarani@70.000.000Ksh,25/25m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,www.nairobiland.com/ Karen@ 85 millions,25/30m,5.0,4.0,,,,Yes,Yes
35 000 000 Ksh,35M Githurai44,25mx20m,4.0,2.0,,,,,Yes
80 000 000 Ksh,80M Langata,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
85 000 000 Ksh,Nairobi CITY,,4.0,3.0,Yes,Yes,Yes,Yes,
30 000 000 Ksh,30M Jogooroad,20mx30m,4.0,3.0,,,,,
140 000 000 Ksh,"Karen, @140.000.000 Ksh",35/40m,4.0,3.0,,,,Yes,Yes
47 000 000 Ksh,Nairobi-Komarock-festus,/,4.0,3.0,,,,,Yes
80 000 000 Ksh,Nairobi CITY,,4.0,3.0,Yes,Yes,Yes,Yes,
20 000 000 Ksh,Nairobi-Komarock-festus,/,,,,,,,
55 000 000 Ksh,"Nairobi, Kasarani",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Ksh,45M Kahawa,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
55 000 000 Ksh,"Karen, @55.000.000 Ksh",25/30m,5.0,3.0,,,,Yes,Yes
25 000 000 Ksh,25M Dagoretti,,4.0,1.0,Yes,Yes,Yes,Yes,Yes
70 000 000 Ksh,Nairobi Kahawa,25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,Kilimani house for sale@85 millions,30/25m,,1.0,,,,Yes,Yes
30 000 000 Ksh,Dagoretti,/,,,,,,,
90 000 000 Ksh,Nairobi-Kasarani,20mx30m,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,Kilimani house for sale@60 millions,30/20m,,1.0,,,,Yes,Yes
120 000 000 Ksh,Kawangware big Villas for sale @130.000.000 Ksh,30/20m,,1.0,Yes,,,Yes,Yes
75 000 000 Ksh,"Kasarani, house for sale @75.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
110 000 000 Ksh,"Karen, Nairobi",,5.0,4.0,Yes,Yes,Yes,Yes,
60 000 000 Ksh,Nairobi/Umoja,/,4.0,3.0,,Yes,,,
85 000 000 Ksh,Nairobidealer.com,600Sqm,4.0,3.0,,,Yes,,Yes
52 000 000 Ksh,Nairobi Kahawa,/,4.0,3.0,,,,Yes,Yes
75 000 000 Ksh,75M Kibra,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,Kahawa @60.000.000 Ksh,25/25m,4.0,3.0,,,,Yes,Yes
